"No,";Time;;Source;Destination;Protocol;Length;Info;;;Time 1;Time 2;;Delay;;Delay 1;Delay 2 ;Jitter
5837;147.026.228;"147,026228";"192,168,100,98";"104,22,1,235";TCP;54;[TCP Dup ACK 5832#1] 57013  >  443 [ACK] Seq=1070 Ack=124 Win=131328 Len=0;;;"147,026228";"147,043637";;"0,017409";;"0,017196";"0,000213";"-0,016983"
5838;147.043.637;"147,043637";"104,22,1,235";"192,168,100,98";TCP;939;"[TCP Out-Of-Order] 443  >  57013 [PSH, ACK] Seq=124 Ack=1070 Win=68608 Len=885";;;"147,043637";"147,043850";;"0,000213";;"-0,001208";"0,001421";"0,002629"
5839;147.043.850;"147,043850";"192,168,100,98";"104,22,1,235";TCP;54;57013  >  443 [ACK] Seq=1070 Ack=1010 Win=130560 Len=0;;;"147,043850";"147,045271";;"0,001421";;"-0,057759";"0,05918";"0,116939"
5840;147.045.271;"147,045271";"192,168,100,98";"104,22,1,235";TCP;54;"57013  >  443 [FIN, ACK] Seq=1070 Ack=1010 Win=130560 Len=0";;;"147,045271";"147,104451";;"0,05918";;"0,055438";"0,003742";"-0,051696"
5841;147.104.451;"147,104451";"104,22,1,235";"192,168,100,98";TCP;56;443  >  57013 [ACK] Seq=1010 Ack=1071 Win=68608 Len=0;;;"147,104451";"147,108193";;"0,003742";;"-0,063891";"0,067633";"0,131524"
5842;147.108.193;"147,108193";"192,168,100,98";"104,22,1,235";TCP;66;57014  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;"147,108193";"147,175826";;"0,067633";;"0,067406";"0,000227";"-0,067179"
5843;147.175.826;"147,175826";"104,22,1,235";"192,168,100,98";TCP;66;"443  >  57014 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=1024";;;"147,175826";"147,176053";;"0,000227";;"-0,000634";"0,000861";"0,001495"
5844;147.176.053;"147,176053";"192,168,100,98";"104,22,1,235";TCP;54;57014  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0;;;"147,176053";"147,176914";;"0,000861";;"-0,062556";"0,063417";"0,125973"
5845;147.176.914;"147,176914";"192,168,100,98";"104,22,1,235";TLSv1;372;Client Hello;;;"147,176914";"147,240331";;"0,063417";;"0,050225";"0,013192";"-0,037033"
5846;147.240.331;"147,240331";"104,22,1,235";"192,168,100,98";TCP;54;443  >  57014 [ACK] Seq=1 Ack=319 Win=67584 Len=0;;;"147,240331";"147,253523";;"0,013192";;"0,011469";"0,001723";"-0,009746"
5847;147.253.523;"147,253523";"104,22,1,235";"192,168,100,98";TLSv1;177;"Server Hello, Change Cipher Spec, Encrypted Handshake Message";;;"147,253523";"147,255246";;"0,001723";;"-0,065448";"0,067171";"0,132619"
5848;147.255.246;"147,255246";"192,168,100,98";"104,22,1,235";TLSv1;699;"Change Cipher Spec, Encrypted Handshake Message, Application Data, Application Data";;;"147,255246";"147,322417";;"0,067171";;"0,067093";"7,8E-05";"-0,067015"
5849;147.322.417;"147,322417";"104,22,1,235";"192,168,100,98";TCP;56;443  >  57014 [ACK] Seq=124 Ack=964 Win=68608 Len=0;;;"147,322417";"147,322495";;"7,8E-05";;"-0,063494";"0,063572";"0,127066"
5850;147.322.495;"147,322495";"192,168,100,98";"104,22,1,235";TLSv1;160;"Application Data, Application Data";;;"147,322495";"147,386067";;"0,063572";;"-0,175615";"0,239187";"0,414802"
5851;147.386.067;"147,386067";"104,22,1,235";"192,168,100,98";TCP;56;443  >  57014 [ACK] Seq=124 Ack=1070 Win=68608 Len=0;;;"147,386067";"147,625254";;"0,239187";;"0,23907";"0,000117";"-0,238953"
5852;147.625.254;"147,625254";"104,22,1,235";"192,168,100,98";TCP;54;"[TCP Previous segment not captured] 443  >  57014 [FIN, ACK] Seq=1025 Ack=1070 Win=68608 Len=0";;;"147,625254";"147,625371";;"0,000117";;"-0,017905";"0,018022";"0,035927"
5853;147.625.371;"147,625371";"192,168,100,98";"104,22,1,235";TCP;54;[TCP Dup ACK 5848#1] 57014  >  443 [ACK] Seq=1070 Ack=124 Win=131328 Len=0;;;"147,625371";"147,643393";;"0,018022";;"0,017789";"0,000233";"-0,017556"
5854;147.643.393;"147,643393";"104,22,1,235";"192,168,100,98";TCP;955;"[TCP Out-Of-Order] 443  >  57014 [PSH, ACK] Seq=124 Ack=1070 Win=68608 Len=901";;;"147,643393";"147,643626";;"0,000233";;"-0,000486";"0,000719";"0,001205"
5855;147.643.626;"147,643626";"192,168,100,98";"104,22,1,235";TCP;54;57014  >  443 [ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;"147,643626";"147,644345";;"0,000719";;"-0,063342";"0,064061";"0,127403"
5856;147.644.345;"147,644345";"192,168,100,98";"104,22,1,235";TCP;54;"57014  >  443 [FIN, ACK] Seq=1070 Ack=1026 Win=130560 Len=0";;;"147,644345";"147,708406";;"0,064061";;"0,060289";"0,003772";"-0,056517"
5857;147.708.406;"147,708406";"104,22,1,235";"192,168,100,98";TCP;56;443  >  57014 [ACK] Seq=1026 Ack=1071 Win=68608 Len=0;;;"147,708406";"147,712178";;"0,003772";;"-0,044904";"0,048676";"0,09358"
5858;147.712.178;"147,712178";"192,168,100,98";"104,22,1,235";TCP;66;57015  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;"147,712178";"147,760854";;"0,048676";;"0,048544";"0,000132";"-0,048412"
5859;147.760.854;"147,760854";"104,22,1,235";"192,168,100,98";TCP;66;"443  >  57015 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=1024";;;"147,760854";"147,760986";;"0,000132";;"-0,000437";"0,000569";"0,001006"
5860;147.760.986;"147,760986";"192,168,100,98";"104,22,1,235";TCP;54;57015  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0;;;"147,760986";"147,761555";;"0,000569";;"-0,054069";"0,054638";"0,108707"
5861;147.761.555;"147,761555";"192,168,100,98";"104,22,1,235";TLSv1;372;Client Hello;;;"147,761555";"147,816193";;"0,054638";;"0,036062";"0,018576";"-0,017486"
5862;147.816.193;"147,816193";"104,22,1,235";"192,168,100,98";TCP;54;443  >  57015 [ACK] Seq=1 Ack=319 Win=67584 Len=0;;;"147,816193";"147,834769";;"0,018576";;"0,016727";"0,001849";"-0,014878"
5863;147.834.769;"147,834769";"104,22,1,235";"192,168,100,98";TLSv1;177;"Server Hello, Change Cipher Spec, Encrypted Handshake Message";;;"147,834769";"147,836618";;"0,001849";;"-0,047897";"0,049746";"0,097643"
5864;147.836.618;"147,836618";"192,168,100,98";"104,22,1,235";TLSv1;699;"Change Cipher Spec, Encrypted Handshake Message, Application Data, Application Data";;;"147,836618";"147,886364";;"0,049746";;"0,049625";"0,000121";"-0,049504"
5865;147.886.364;"147,886364";"104,22,1,235";"192,168,100,98";TCP;56;443  >  57015 [ACK] Seq=124 Ack=964 Win=68608 Len=0;;;"147,886364";"147,886485";;"0,000121";;"-0,048084";"0,048205";"0,096289"
5866;147.886.485;"147,886485";"192,168,100,98";"104,22,1,235";TLSv1;160;"Application Data, Application Data";;;"147,886485";"147,934690";;"0,048205";;"-0,181209";"0,229414";"0,410623"
5867;147.934.690;"147,934690";"104,22,1,235";"192,168,100,98";TCP;56;443  >  57015 [ACK] Seq=124 Ack=1070 Win=68608 Len=0;;;"147,934690";"148,164104";;"0,229414";;"0,229295";"0,000119";"-0,229176"
5868;148.164.104;"148,164104";"104,22,1,235";"192,168,100,98";TCP;54;"[TCP Previous segment not captured] 443  >  57015 [FIN, ACK] Seq=1025 Ack=1070 Win=68608 Len=0";;;"148,164104";"148,164223";;"0,000119";;"-0,019306";"0,019425";"0,038731"
5869;148.164.223;"148,164223";"192,168,100,98";"104,22,1,235";TCP;54;[TCP Dup ACK 5864#1] 57015  >  443 [ACK] Seq=1070 Ack=124 Win=131328 Len=0;;;"148,164223";"148,183648";;"0,019425";;"0,019207";"0,000218";"-0,018989"
5870;148.183.648;"148,183648";"104,22,1,235";"192,168,100,98";TCP;955;"[TCP Out-Of-Order] 443  >  57015 [PSH, ACK] Seq=124 Ack=1070 Win=68608 Len=901";;;"148,183648";"148,183866";;"0,000218";;"-0,000642";"0,00086";"0,001502"
5871;148.183.866;"148,183866";"192,168,100,98";"104,22,1,235";TCP;54;57015  >  443 [ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;"148,183866";"148,184726";;"0,00086";;"-0,034346";"0,035206";"0,069552"
5872;148.184.726;"148,184726";"192,168,100,98";"104,22,1,235";TCP;54;"57015  >  443 [FIN, ACK] Seq=1070 Ack=1026 Win=130560 Len=0";;;"148,184726";"148,219932";;"0,035206";;"0,010627";"0,024579";"0,013952"
5873;148.219.932;"148,219932";"192,168,100,98";"103,208,137,6";TCP;55;[TCP Keep-Alive] 55913  >  443 [ACK] Seq=1 Ack=33 Win=512 Len=1;;;"148,219932";"148,244511";;"0,024579";;"0,010449";"0,01413";"0,003681"
5874;148.244.511;"148,244511";"103,208,137,6";"192,168,100,98";TCP;54;[TCP Keep-Alive ACK] 443  >  55913 [ACK] Seq=33 Ack=2 Win=501 Len=0;;;"148,244511";"148,258641";;"0,01413";;"-0,008292";"0,022422";"0,030714"
5875;148.258.641;"148,258641";"192,168,100,98";"104,22,1,235";TCP;66;57016  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;"148,258641";"148,281063";;"0,022422";;"0,022333";"8,9E-05";"-0,022244"
5876;148.281.063;"148,281063";"104,22,1,235";"192,168,100,98";TCP;54;"[TCP Retransmission] 443  >  57015 [FIN, ACK] Seq=1025 Ack=1070 Win=68608 Len=0";;;"148,281063";"148,281152";;"8,9E-05";;"-0,027003";"0,027092";"0,054095"
5877;148.281.152;"148,281152";"192,168,100,98";"104,22,1,235";TCP;54;[TCP Dup ACK 5871#1] 57015  >  443 [ACK] Seq=1071 Ack=1026 Win=130560 Len=0;;;"148,281152";"148,308244";;"0,027092";;"0,026891";"0,000201";"-0,02669"
5878;148.308.244;"148,308244";"104,22,1,235";"192,168,100,98";TCP;66;"443  >  57016 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=1024";;;"148,308244";"148,308445";;"0,000201";;"-0,000798";"0,000999";"0,001797"
5879;148.308.445;"148,308445";"192,168,100,98";"104,22,1,235";TCP;54;57016  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0;;;"148,308445";"148,309444";;"0,000999";;"-0,047493";"0,048492";"0,095985"
5880;148.309.444;"148,309444";"192,168,100,98";"104,22,1,235";TLSv1;372;Client Hello;;;"148,309444";"148,357936";;"0,048492";;"0,032984";"0,015508";"-0,017476"
5881;148.357.936;"148,357936";"104,22,1,235";"192,168,100,98";TCP;54;443  >  57016 [ACK] Seq=1 Ack=319 Win=67584 Len=0;;;"148,357936";"148,373444";;"0,015508";;"0,013618";"0,00189";"-0,011728"
5882;148.373.444;"148,373444";"104,22,1,235";"192,168,100,98";TLSv1;177;"Server Hello, Change Cipher Spec, Encrypted Handshake Message";;;"148,373444";"148,375334";;"0,00189";;"-0,049091";"0,050981";"0,100072"
5883;148.375.334;"148,375334";"192,168,100,98";"104,22,1,235";TLSv1;699;"Change Cipher Spec, Encrypted Handshake Message, Application Data, Application Data";;;"148,375334";"148,426315";;"0,050981";;"0,050837";"0,000144";"-0,050693"
5884;148.426.315;"148,426315";"104,22,1,235";"192,168,100,98";TCP;56;443  >  57016 [ACK] Seq=124 Ack=964 Win=68608 Len=0;;;"148,426315";"148,426459";;"0,000144";;"-0,051187";"0,051331";"0,102518"
5885;148.426.459;"148,426459";"192,168,100,98";"104,22,1,235";TLSv1;160;"Application Data, Application Data";;;"148,426459";"148,477790";;"0,051331";;"0,037737";"0,013594";"-0,024143"
5886;148.477.790;"148,477790";"104,22,1,235";"192,168,100,98";TCP;56;443  >  57016 [ACK] Seq=124 Ack=1070 Win=68608 Len=0;;;"148,477790";"148,491384";;"0,013594";;"-0,034603";"0,048197";"0,0828"
5887;148.491.384;"148,491384";"192,168,100,98";"104,22,1,235";TCP;54;"[TCP Retransmission] 57015  >  443 [FIN, ACK] Seq=1070 Ack=1026 Win=130560 Len=0";;;"148,491384";"148,539581";;"0,048197";;"-0,119883";"0,16808";"0,287963"
5888;148.539.581;"148,539581";"104,22,1,235";"192,168,100,98";TCP;56;443  >  57015 [ACK] Seq=1026 Ack=1071 Win=68608 Len=0;;;"148,539581";"148,707661";;"0,16808";;"0,167957";"0,000123";"-0,167834"
5889;148.707.661;"148,707661";"104,22,1,235";"192,168,100,98";TCP;54;"[TCP Previous segment not captured] 443  >  57016 [FIN, ACK] Seq=1025 Ack=1070 Win=68608 Len=0";;;"148,707661";"148,707784";;"0,000123";;"-0,015435";"0,015558";"0,030993"
5890;148.707.784;"148,707784";"192,168,100,98";"104,22,1,235";TCP;54;[TCP Dup ACK 5883#1] 57016  >  443 [ACK] Seq=1070 Ack=124 Win=131328 Len=0;;;"148,707784";"148,723342";;"0,015558";;"0,01539";"0,000168";"-0,015222"
5891;148.723.342;"148,723342";"104,22,1,235";"192,168,100,98";TCP;955;"[TCP Out-Of-Order] 443  >  57016 [PSH, ACK] Seq=124 Ack=1070 Win=68608 Len=901";;;"148,723342";"148,723510";;"0,000168";;"-0,000512";"0,00068";"0,001192"
5892;148.723.510;"148,723510";"192,168,100,98";"104,22,1,235";TCP;54;57016  >  443 [ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;"148,723510";"148,724190";;"0,00068";;"-0,04917";"0,04985";"0,09902"
5893;148.724.190;"148,724190";"192,168,100,98";"104,22,1,235";TCP;54;"57016  >  443 [FIN, ACK] Seq=1070 Ack=1026 Win=130560 Len=0";;;"148,724190";"148,774040";;"0,04985";;"0,038161";"0,011689";"-0,026472"
5894;148.774.040;"148,774040";"104,22,1,235";"192,168,100,98";TCP;56;443  >  57016 [ACK] Seq=1026 Ack=1071 Win=68608 Len=0;;;"148,774040";"148,785729";;"0,011689";;"-0,050378";"0,062067";"0,112445"
5895;148.785.729;"148,785729";"192,168,100,98";"104,22,1,235";TCP;66;57017  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;"148,785729";"148,847796";;"0,062067";;"0,061858";"0,000209";"-0,061649"
5896;148.847.796;"148,847796";"104,22,1,235";"192,168,100,98";TCP;66;"443  >  57017 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=1024";;;"148,847796";"148,848005";;"0,000209";;"-0,000703";"0,000912";"0,001615"
5897;148.848.005;"148,848005";"192,168,100,98";"104,22,1,235";TCP;54;57017  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0;;;"148,848005";"148,848917";;"0,000912";;"-0,062584";"0,063496";"0,12608"
5898;148.848.917;"148,848917";"192,168,100,98";"104,22,1,235";TLSv1;372;Client Hello;;;"148,848917";"148,912413";;"0,063496";;"0,042523";"0,020973";"-0,02155"
5899;148.912.413;"148,912413";"104,22,1,235";"192,168,100,98";TCP;54;443  >  57017 [ACK] Seq=1 Ack=319 Win=67584 Len=0;;;"148,912413";"148,933386";;"0,020973";;"0,019368";"0,001605";"-0,017763"
5900;148.933.386;"148,933386";"104,22,1,235";"192,168,100,98";TLSv1;177;"Server Hello, Change Cipher Spec, Encrypted Handshake Message";;;"148,933386";"148,934991";;"0,001605";;"0,000409";"0,001196";"0,000787"
5901;148.934.991;"148,934991";"192,168,100,98";"104,22,1,235";TLSv1;699;"Change Cipher Spec, Encrypted Handshake Message, Application Data, Application Data";;;"148,934991";"148,936187";;"0,001196";;"-0,266517";"0,267713";"0,53423"
5902;148.936.187;"148,936187";"192,168,100,98";"103,208,137,6";TCP;55;[TCP Keep-Alive] 55910  >  443 [ACK] Seq=1 Ack=33 Win=512 Len=1;;;"148,936187";"149,203900";;"0,267713";;"0,267589";"0,000124";"-0,267465"
5903;149.203.900;"149,203900";"104,22,1,235";"192,168,100,98";TLSv1;177;"[TCP Spurious Retransmission] , Encrypted Handshake Message, Change Cipher Spec, Encrypted Handshake Message";;;"149,203900";"149,204024";;"0,000124";;"-0,027381";"0,027505";"0,054886"
5904;149.204.024;"149,204024";"192,168,100,98";"104,22,1,235";TCP;66;[TCP Dup ACK 5901#1] 57017  >  443 [ACK] Seq=964 Ack=124 Win=131328 Len=0 SLE=1 SRE=124;;;"149,204024";"149,231529";;"0,027505";;"-0,0343";"0,061805";"0,096105"
5905;149.231.529;"149,231529";"192,168,100,98";"104,22,1,235";TCP;805;"[TCP Retransmission] 57017  >  443 [PSH, ACK] Seq=319 Ack=124 Win=131328 Len=751";;;"149,231529";"149,293334";;"0,061805";;"-0,188721";"0,250526";"0,439247"
5906;149.293.334;"149,293334";"104,22,1,235";"192,168,100,98";TCP;56;[TCP ACKed unseen segment] 443  >  57017 [ACK] Seq=124 Ack=1070 Win=68608 Len=0;;;"149,293334";"149,543860";;"0,250526";;"0,250411";"0,000115";"-0,250296"
5908;149.543.860;"149,543860";"104,22,1,235";"192,168,100,98";TCP;54;"[TCP Previous segment not captured] 443  >  57017 [FIN, ACK] Seq=1025 Ack=1070 Win=68608 Len=0";;;"149,543860";"149,543975";;"0,000115";;"-0,019758";"0,019873";"0,039631"
5909;149.543.975;"149,543975";"192,168,100,98";"104,22,1,235";TCP;54;[TCP Dup ACK 5901#2] 57017  >  443 [ACK] Seq=1070 Ack=124 Win=131328 Len=0;;;"149,543975";"149,563848";;"0,019873";;"0,019651";"0,000222";"-0,019429"
5910;149.563.848;"149,563848";"104,22,1,235";"192,168,100,98";TLSv1;955;"[TCP Fast Retransmission] , Application Data";;;"149,563848";"149,564070";;"0,000222";;"-0,000616";"0,000838";"0,001454"
5911;149.564.070;"149,564070";"192,168,100,98";"104,22,1,235";TCP;54;57017  >  443 [ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;"149,564070";"149,564908";;"0,000838";;"-0,062742";"0,06358";"0,126322"
5912;149.564.908;"149,564908";"192,168,100,98";"104,22,1,235";TCP;54;"57017  >  443 [FIN, ACK] Seq=1070 Ack=1026 Win=130560 Len=0";;;"149,564908";"149,628488";;"0,06358";;"0,035903";"0,027677";"-0,008226"
5913;149.628.488;"149,628488";"192,168,100,98";"104,22,1,235";TCP;66;57018  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;"149,628488";"149,656165";;"0,027677";;"0,005859";"0,021818";"0,015959"
5914;149.656.165;"149,656165";"104,22,1,235";"192,168,100,98";TCP;56;443  >  57017 [ACK] Seq=1026 Ack=1071 Win=68608 Len=0;;;"149,656165";"149,677983";;"0,021818";;"0,021523";"0,000295";"-0,021228"
5915;149.677.983;"149,677983";"104,22,1,235";"192,168,100,98";TCP;66;"443  >  57018 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=1024";;;"149,677983";"149,678278";;"0,000295";;"-0,000968";"0,001263";"0,002231"
5916;149.678.278;"149,678278";"192,168,100,98";"104,22,1,235";TCP;54;57018  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0;;;"149,678278";"149,679541";;"0,001263";;"-0,049579";"0,050842";"0,100421"
5917;149.679.541;"149,679541";"192,168,100,98";"104,22,1,235";TLSv1;372;Client Hello;;;"149,679541";"149,730383";;"0,050842";;"0,037659";"0,013183";"-0,024476"
5918;149.730.383;"149,730383";"104,22,1,235";"192,168,100,98";TCP;54;443  >  57018 [ACK] Seq=1 Ack=319 Win=67584 Len=0;;;"149,730383";"149,743566";;"0,013183";;"0,011243";"0,00194";"-0,009303"
5919;149.743.566;"149,743566";"104,22,1,235";"192,168,100,98";TLSv1;177;"Server Hello, Change Cipher Spec, Encrypted Handshake Message";;;"149,743566";"149,745506";;"0,00194";;"-0,048598";"0,050538";"0,099136"
5920;149.745.506;"149,745506";"192,168,100,98";"104,22,1,235";TLSv1;699;"Change Cipher Spec, Encrypted Handshake Message, Application Data, Application Data";;;"149,745506";"149,796044";;"0,050538";;"0,050415";"0,000123";"-0,050292"
5921;149.796.044;"149,796044";"104,22,1,235";"192,168,100,98";TCP;56;443  >  57018 [ACK] Seq=124 Ack=964 Win=68608 Len=0;;;"149,796044";"149,796167";;"0,000123";;"-0,048689";"0,048812";"0,097501"
5922;149.796.167;"149,796167";"192,168,100,98";"104,22,1,235";TLSv1;160;"Application Data, Application Data";;;"149,796167";"149,844979";;"0,048812";;"-0,183383";"0,232195";"0,415578"
5923;149.844.979;"149,844979";"104,22,1,235";"192,168,100,98";TCP;56;443  >  57018 [ACK] Seq=124 Ack=1070 Win=68608 Len=0;;;"149,844979";"150,077174";;"0,232195";;"0,232067";"0,000128";"-0,231939"
5924;150.077.174;"150,077174";"104,22,1,235";"192,168,100,98";TCP;54;"[TCP Previous segment not captured] 443  >  57018 [FIN, ACK] Seq=1009 Ack=1070 Win=68608 Len=0";;;"150,077174";"150,077302";;"0,000128";;"-0,01651";"0,016638";"0,033148"
5925;150.077.302;"150,077302";"192,168,100,98";"104,22,1,235";TCP;54;[TCP Dup ACK 5920#1] 57018  >  443 [ACK] Seq=1070 Ack=124 Win=131328 Len=0;;;"150,077302";"150,093940";;"0,016638";;"0,01641";"0,000228";"-0,016182"
5926;150.093.940;"150,093940";"104,22,1,235";"192,168,100,98";TCP;939;"[TCP Out-Of-Order] 443  >  57018 [PSH, ACK] Seq=124 Ack=1070 Win=68608 Len=885";;;"150,093940";"150,094168";;"0,000228";;"-0,000771";"0,000999";"0,00177"
5927;150.094.168;"150,094168";"192,168,100,98";"104,22,1,235";TCP;54;57018  >  443 [ACK] Seq=1070 Ack=1010 Win=130560 Len=0;;;"150,094168";"150,095167";;"0,000999";;"-0,071467";"0,072466";"0,143933"
5928;150.095.167;"150,095167";"192,168,100,98";"104,22,1,235";TCP;54;"57018  >  443 [FIN, ACK] Seq=1070 Ack=1010 Win=130560 Len=0";;;"150,095167";"150,167633";;"0,072466";;"0,059687";"0,012779";"-0,046908"
5929;150.167.633;"150,167633";"192,168,100,98";"104,22,1,235";TCP;66;57019  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;"150,167633";"150,180412";;"0,012779";;"-0,069267";"0,082046";"0,151313"
5930;150.180.412;"150,180412";"104,22,1,235";"192,168,100,98";TCP;56;443  >  57018 [ACK] Seq=1010 Ack=1071 Win=68608 Len=0;;;"150,180412";"150,262458";;"0,082046";;"0,081862";"0,000184";"-0,081678"
5931;150.262.458;"150,262458";"104,22,1,235";"192,168,100,98";TCP;66;"443  >  57019 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=1024";;;"150,262458";"150,262642";;"0,000184";;"-0,003338";"0,003522";"0,00686"
5932;150.262.642;"150,262642";"192,168,100,98";"104,22,1,235";TCP;54;57019  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0;;;"150,262642";"150,266164";;"0,003522";;"-0,047285";"0,050807";"0,098092"
5933;150.266.164;"150,266164";"192,168,100,98";"104,22,1,235";TLSv1;372;Client Hello;;;"150,266164";"150,316971";;"0,050807";;"0,033256";"0,017551";"-0,015705"
5934;150.316.971;"150,316971";"104,22,1,235";"192,168,100,98";TCP;54;443  >  57019 [ACK] Seq=1 Ack=319 Win=67584 Len=0;;;"150,316971";"150,334522";;"0,017551";;"0,015754";"0,001797";"-0,013957"
5935;150.334.522;"150,334522";"104,22,1,235";"192,168,100,98";TLSv1;177;"Server Hello, Change Cipher Spec, Encrypted Handshake Message";;;"150,334522";"150,336319";;"0,001797";;"-0,048308";"0,050105";"0,098413"
5936;150.336.319;"150,336319";"192,168,100,98";"104,22,1,235";TLSv1;699;"Change Cipher Spec, Encrypted Handshake Message, Application Data, Application Data";;;"150,336319";"150,386424";;"0,050105";;"0,050024";"8,1E-05";"-0,049943"
5937;150.386.424;"150,386424";"104,22,1,235";"192,168,100,98";TCP;56;443  >  57019 [ACK] Seq=124 Ack=964 Win=68608 Len=0;;;"150,386424";"150,386505";;"8,1E-05";;"-0,049854";"0,049935";"0,099789"
5938;150.386.505;"150,386505";"192,168,100,98";"104,22,1,235";TLSv1;160;"Application Data, Application Data";;;"150,386505";"150,436440";;"0,049935";;"-0,178832";"0,228767";"0,407599"
5939;150.436.440;"150,436440";"104,22,1,235";"192,168,100,98";TCP;56;443  >  57019 [ACK] Seq=124 Ack=1070 Win=68608 Len=0;;;"150,436440";"150,665207";;"0,228767";;"0,228648";"0,000119";"-0,228529"
5940;150.665.207;"150,665207";"104,22,1,235";"192,168,100,98";TCP;54;"[TCP Previous segment not captured] 443  >  57019 [FIN, ACK] Seq=1025 Ack=1070 Win=68608 Len=0";;;"150,665207";"150,665326";;"0,000119";;"-0,018417";"0,018536";"0,036953"
5941;150.665.326;"150,665326";"192,168,100,98";"104,22,1,235";TCP;54;[TCP Dup ACK 5936#1] 57019  >  443 [ACK] Seq=1070 Ack=124 Win=131328 Len=0;;;"150,665326";"150,683862";;"0,018536";;"0,018273";"0,000263";"-0,01801"
5942;150.683.862;"150,683862";"104,22,1,235";"192,168,100,98";TCP;955;"[TCP Out-Of-Order] 443  >  57019 [PSH, ACK] Seq=124 Ack=1070 Win=68608 Len=901";;;"150,683862";"150,684125";;"0,000263";;"-0,000588";"0,000851";"0,001439"
5943;150.684.125;"150,684125";"192,168,100,98";"104,22,1,235";TCP;54;57019  >  443 [ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;"150,684125";"150,684976";;"0,000851";;"-0,048001";"0,048852";"0,096853"
5944;150.684.976;"150,684976";"192,168,100,98";"104,22,1,235";TCP;54;"57019  >  443 [FIN, ACK] Seq=1070 Ack=1026 Win=130560 Len=0";;;"150,684976";"150,733828";;"0,048852";;"0,039456";"0,009396";"-0,03006"
5945;150.733.828;"150,733828";"104,22,1,235";"192,168,100,98";TCP;56;443  >  57019 [ACK] Seq=1026 Ack=1071 Win=68608 Len=0;;;"150,733828";"150,743224";;"0,009396";;"-0,03984";"0,049236";"0,089076"
5946;150.743.224;"150,743224";"192,168,100,98";"104,22,1,235";TCP;66;57020  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;"150,743224";"150,792460";;"0,049236";;"0,049023";"0,000213";"-0,04881"
5947;150.792.460;"150,792460";"104,22,1,235";"192,168,100,98";TCP;66;"443  >  57020 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=1024";;;"150,792460";"150,792673";;"0,000213";;"-0,000646";"0,000859";"0,001505"
5948;150.792.673;"150,792673";"192,168,100,98";"104,22,1,235";TCP;54;57020  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0;;;"150,792673";"150,793532";;"0,000859";;"-0,04737";"0,048229";"0,095599"
5949;150.793.532;"150,793532";"192,168,100,98";"104,22,1,235";TLSv1;372;Client Hello;;;"150,793532";"150,841761";;"0,048229";;"0,03611";"0,012119";"-0,023991"
5950;150.841.761;"150,841761";"104,22,1,235";"192,168,100,98";TCP;54;443  >  57020 [ACK] Seq=1 Ack=319 Win=67584 Len=0;;;"150,841761";"150,853880";;"0,012119";;"0,010449";"0,00167";"-0,008779"
5951;150.853.880;"150,853880";"104,22,1,235";"192,168,100,98";TLSv1;177;"Server Hello, Change Cipher Spec, Encrypted Handshake Message";;;"150,853880";"150,855550";;"0,00167";;"-0,047141";"0,048811";"0,095952"
